date,area_name,road_name,traffic_volume,average_speed,travel_time_index,congestion_level,hour,day_of_week,month,is_weekend,weather_conditions,traffic_volume_lag_1,average_speed_lag_1,traffic_volume_rolling_3,average_speed_rolling_3
2022-09-27,Koramangala,Sony World Junction,44315.0,29.762664926220765,1.5,100.0,0,1,9,0,Windy,49945.0,35.28514200200045,47150.33,39.37
2022-09-28,Koramangala,Sony World Junction,43016.0,20.0,1.5,100.0,0,2,9,0,Overcast,44315.0,29.762664926220765,47549.0,35.19
2022-09-29,Koramangala,Sony World Junction,60662.0,45.147423010912036,1.5,100.0,0,3,9,0,Clear,43016.0,20.0,45758.67,28.35
2022-09-30,Koramangala,Sony World Junction,45286.0,52.63626200200737,1.5,100.0,0,4,9,0,Fog,60662.0,45.147423010912036,49331.0,31.64
2022-10-01,Koramangala,Sony World Junction,47147.0,32.438212038012715,1.5,100.0,0,5,10,1,Fog,45286.0,52.63626200200737,49654.67,39.26
2022-10-02,Koramangala,Sony World Junction,42457.0,25.790783009256824,1.5,100.0,0,6,10,1,Windy,47147.0,32.438212038012715,51031.67,43.41
2022-10-03,Koramangala,Sony World Junction,30717.0,22.089950876094605,1.5,100.0,0,0,10,0,Fog,42457.0,25.790783009256824,44963.33,36.96
2022-10-04,Koramangala,Sony World Junction,46366.0,39.699388998158724,1.5,100.0,0,1,10,0,Clear,30717.0,22.089950876094605,40107.0,26.77
2022-10-05,Koramangala,Sony World Junction,45793.0,31.86215998473844,1.5,100.0,0,2,10,0,Clear,46366.0,39.699388998158724,39846.67,29.19
2022-10-06,Koramangala,Sony World Junction,13283.0,36.46780690941756,1.2398330588312991,38.79823017124726,0,3,10,0,Fog,45793.0,31.86215998473844,40958.67,31.22
2022-10-08,Koramangala,Sony World Junction,30797.0,41.586622858919135,1.5,100.0,0,5,10,1,Clear,13283.0,36.46780690941756,35147.33,36.01
2022-10-09,Koramangala,Sony World Junction,62181.0,53.03622059032075,1.5,100.0,0,6,10,1,Clear,30797.0,41.586622858919135,29957.67,36.64
2022-10-10,Koramangala,Sony World Junction,42718.0,43.836453397875516,1.5,100.0,0,0,10,0,Clear,62181.0,53.03622059032075,35420.33,43.7
2022-10-13,Koramangala,Sony World Junction,61937.0,20.812295505509265,1.5,100.0,0,3,10,0,Clear,42718.0,43.836453397875516,45232.0,46.15
2022-10-14,Koramangala,Sony World Junction,46306.0,32.88661842862956,1.5,100.0,0,4,10,0,Clear,61937.0,20.812295505509265,55612.0,39.23
2022-10-16,Koramangala,Sony World Junction,63496.0,47.564876876332114,1.5,100.0,0,6,10,1,Clear,46306.0,32.88661842862956,50320.33,32.51
2022-10-17,Koramangala,Sony World Junction,52233.0,30.968022816066906,1.5,100.0,0,0,10,0,Clear,63496.0,47.564876876332114,57246.33,33.75
2022-10-18,Koramangala,Sony World Junction,57838.0,28.003516168852364,1.5,100.0,0,1,10,0,Clear,52233.0,30.968022816066906,54011.67,37.14
2022-10-19,Koramangala,Sony World Junction,48260.0,35.573297479377814,1.5,100.0,0,2,10,0,Clear,57838.0,28.003516168852364,57855.67,35.51
2022-10-20,Koramangala,Sony World Junction,38438.0,25.62967794028816,1.5,100.0,0,3,10,0,Windy,48260.0,35.573297479377814,52777.0,31.51
2022-10-23,Koramangala,Sony World Junction,32045.0,33.56113983782152,1.5,100.0,0,6,10,1,Windy,38438.0,25.62967794028816,48178.67,29.74
2022-10-24,Koramangala,Sony World Junction,43317.0,20.0,1.5,100.0,0,0,10,0,Clear,32045.0,33.56113983782152,39581.0,31.59
2022-10-25,Koramangala,Sony World Junction,31463.0,35.98181925513201,1.5,100.0,0,1,10,0,Clear,43317.0,20.0,37933.33,26.4
2022-10-26,Koramangala,Sony World Junction,69272.0,37.30814502410494,1.5,100.0,0,2,10,0,Clear,31463.0,35.98181925513201,35608.33,29.85
2022-10-27,Koramangala,Sony World Junction,57938.0,20.0,1.5,100.0,0,3,10,0,Clear,69272.0,37.30814502410494,48017.33,31.1
2022-10-28,Koramangala,Sony World Junction,47167.0,20.0,1.5,100.0,0,4,10,0,Overcast,57938.0,20.0,52891.0,31.1
2022-10-29,Koramangala,Sony World Junction,43232.0,20.608033004454843,1.5,100.0,0,5,10,1,Clear,47167.0,20.0,58125.67,25.77
2022-10-30,Koramangala,Sony World Junction,13799.0,56.24417468146664,1.143141572560006,44.10765414312468,0,6,10,1,Clear,43232.0,20.608033004454843,49445.67,20.2
2022-10-31,Koramangala,Sony World Junction,43030.0,28.86597273929007,1.5,100.0,0,0,10,0,Clear,13799.0,56.24417468146664,34732.67,32.28
2022-11-02,Koramangala,Sony World Junction,31821.0,30.06032899169356,1.5,100.0,0,2,11,0,Rain,43030.0,28.86597273929007,33353.67,35.24
2022-11-05,Koramangala,Sony World Junction,29764.0,25.61025379546409,1.5,100.0,0,5,11,1,Clear,31821.0,30.06032899169356,29550.0,38.39
2022-11-06,Koramangala,Sony World Junction,47365.0,23.220161766514156,1.5,100.0,0,6,11,1,Overcast,29764.0,25.61025379546409,34871.67,28.18
2022-11-07,Koramangala,Sony World Junction,41901.0,23.08993927622313,1.5,100.0,0,0,11,0,Overcast,47365.0,23.220161766514156,36316.67,26.3
2022-11-08,Koramangala,Sony World Junction,30939.0,30.35010984335853,1.5,93.19102531522154,0,1,11,0,Overcast,41901.0,23.08993927622313,39676.67,23.97
2022-11-09,Koramangala,Sony World Junction,29956.0,49.01030628051153,1.5,100.0,0,2,11,0,Clear,30939.0,30.35010984335853,40068.33,25.55
2022-11-11,Koramangala,Sony World Junction,15092.0,39.06545076873898,1.338513391522064,41.1862228908458,0,4,11,0,Clear,29956.0,49.01030628051153,34265.33,34.15
2022-11-13,Koramangala,Sony World Junction,59327.0,34.70479139359501,1.5,100.0,0,6,11,1,Windy,15092.0,39.06545076873898,25329.0,39.48
2022-11-14,Koramangala,Sony World Junction,48806.0,21.032336507264464,1.5,100.0,0,0,11,0,Clear,59327.0,34.70479139359501,34791.67,40.93
2022-11-15,Koramangala,Sony World Junction,32452.0,41.733251084517825,1.5,100.0,0,1,11,0,Clear,48806.0,21.032336507264464,41075.0,31.6
2022-11-16,Koramangala,Sony World Junction,28421.0,50.40628004731604,1.5,96.50311007466448,0,2,11,0,Fog,32452.0,41.733251084517825,46861.67,32.49
2022-11-17,Koramangala,Sony World Junction,48792.0,39.27831342999019,1.5,100.0,0,3,11,0,Fog,28421.0,50.40628004731604,36559.67,37.72
2022-11-18,Koramangala,Sony World Junction,29904.0,49.409826473779,1.5,90.34418826066327,0,4,11,0,Clear,48792.0,39.27831342999019,36555.0,43.81
2022-11-19,Koramangala,Sony World Junction,29246.0,21.658030090802967,1.5,99.16058039148126,0,5,11,1,Rain,29904.0,49.409826473779,35705.67,46.36
2022-11-21,Koramangala,Sony World Junction,66047.0,34.48371020624872,1.5,100.0,0,0,11,0,Overcast,29246.0,21.658030090802967,35980.67,36.78
2022-11-26,Koramangala,Sony World Junction,29313.0,30.055107158870545,1.5,94.62241214775537,0,5,11,1,Overcast,66047.0,34.48371020624872,41732.33,35.18
2022-11-28,Koramangala,Sony World Junction,28173.0,46.02177082179796,1.5,92.83057213924492,0,0,11,0,Clear,29313.0,30.055107158870545,41535.33,28.73
2022-11-29,Koramangala,Sony World Junction,44206.0,30.934481508047284,1.5,100.0,0,1,11,0,Rain,28173.0,46.02177082179796,41177.67,36.85
2022-11-30,Koramangala,Sony World Junction,45363.0,59.97616955197227,1.5,100.0,0,2,11,0,Rain,44206.0,30.934481508047284,33897.33,35.67
2022-12-02,Koramangala,Sony World Junction,65742.0,50.17815324199256,1.5,100.0,0,4,12,0,Rain,45363.0,59.97616955197227,39247.33,45.64
2022-12-04,Koramangala,Sony World Junction,62902.0,39.775796714015684,1.5,100.0,0,6,12,1,Clear,65742.0,50.17815324199256,51770.33,47.03
2022-12-08,Koramangala,Sony World Junction,47093.0,20.0,1.5,100.0,0,3,12,0,Overcast,62902.0,39.775796714015684,58002.33,49.98
2022-12-09,Koramangala,Sony World Junction,31242.0,30.61919239829974,1.5,100.0,0,4,12,0,Fog,47093.0,20.0,58579.0,36.65
2022-12-12,Koramangala,Sony World Junction,13963.0,54.52700614292733,1.2082637932961127,36.81412033934622,0,0,12,0,Clear,31242.0,30.61919239829974,47079.0,30.13
2022-12-13,Koramangala,Sony World Junction,45907.0,30.334532883969256,1.5,100.0,0,1,12,0,Rain,13963.0,54.52700614292733,30766.0,35.05
2022-12-14,Koramangala,Sony World Junction,41545.0,24.98118440737825,1.5,100.0,0,2,12,0,Overcast,45907.0,30.334532883969256,30370.67,38.49
2022-12-18,Koramangala,Sony World Junction,62267.0,44.896039874934644,1.5,100.0,0,6,12,1,Windy,41545.0,24.98118440737825,33805.0,36.61
2022-12-20,Koramangala,Sony World Junction,61908.0,41.137238793466494,1.5,100.0,0,1,12,0,Fog,62267.0,44.896039874934644,49906.33,33.4
2022-12-21,Koramangala,Sony World Junction,49474.0,38.033597102859865,1.5,100.0,0,2,12,0,Overcast,61908.0,41.137238793466494,55240.0,37.0
2022-12-22,Koramangala,Sony World Junction,58437.0,24.305035952801283,1.5,100.0,0,3,12,0,Clear,49474.0,38.033597102859865,57883.0,41.36
2022-12-24,Koramangala,Sony World Junction,53106.0,44.08470282365733,1.5,100.0,0,5,12,1,Clear,58437.0,24.305035952801283,56606.33,34.49
2022-12-26,Koramangala,Sony World Junction,47285.0,20.0,1.5,100.0,0,0,12,0,Rain,53106.0,44.08470282365733,53672.33,35.47
2022-12-27,Koramangala,Sony World Junction,43620.0,42.06965129409205,1.5,100.0,0,1,12,0,Clear,47285.0,20.0,52942.67,29.46
2022-12-28,Koramangala,Sony World Junction,40311.0,39.1781757927797,1.5,100.0,0,2,12,0,Rain,43620.0,42.06965129409205,48003.67,35.38
2022-12-30,Koramangala,Sony World Junction,14170.0,45.038584300317304,1.3156125669651464,44.68564481308529,0,4,12,0,Clear,40311.0,39.1781757927797,43738.67,33.75
2022-12-31,Koramangala,Sony World Junction,42875.0,29.78788071708899,1.5,100.0,0,5,12,1,Clear,14170.0,45.038584300317304,32700.33,42.1
2023-01-02,Koramangala,Sony World Junction,43541.0,44.354497436204966,1.5,100.0,0,0,1,0,Clear,42875.0,29.78788071708899,32452.0,38.0
2023-01-06,Koramangala,Sony World Junction,59850.0,40.37606348847432,1.5,100.0,0,4,1,0,Overcast,43541.0,44.354497436204966,33528.67,39.73
2023-01-07,Koramangala,Sony World Junction,15465.0,63.02945662838716,1.1736979687962634,45.58103981415682,0,5,1,1,Overcast,59850.0,40.37606348847432,48755.33,38.17
2023-01-08,Koramangala,Sony World Junction,29254.0,23.570382070321983,1.5,91.15415557078475,0,6,1,1,Clear,15465.0,63.02945662838716,39618.67,49.25
2023-01-09,Koramangala,Sony World Junction,35875.0,37.062977391379114,1.5,100.0,0,0,1,0,Clear,29254.0,23.570382070321983,34856.33,42.33
2023-01-10,Koramangala,Sony World Junction,29681.0,30.792817230252457,1.5,89.13126614201147,0,1,1,0,Fog,35875.0,37.062977391379114,26864.67,41.22
2023-01-12,Koramangala,Sony World Junction,45122.0,34.33809552874244,1.5,100.0,0,3,1,0,Clear,29681.0,30.792817230252457,31603.33,30.48
2023-01-13,Koramangala,Sony World Junction,44659.0,25.51565217623426,1.5,100.0,0,4,1,0,Clear,45122.0,34.33809552874244,36892.67,34.06
2023-01-14,Koramangala,Sony World Junction,29281.0,33.759031731102326,1.5,99.21867785288607,0,5,1,1,Clear,44659.0,25.51565217623426,39820.67,30.22
2023-01-16,Koramangala,Sony World Junction,49631.0,41.67108991929203,1.5,100.0,0,0,1,0,Overcast,29281.0,33.759031731102326,39687.33,31.2
2023-01-17,Koramangala,Sony World Junction,46404.0,50.3941796003272,1.5,100.0,0,1,1,0,Clear,49631.0,41.67108991929203,41190.33,33.65
2023-01-18,Koramangala,Sony World Junction,43505.0,44.23510469006716,1.5,100.0,0,2,1,0,Overcast,46404.0,50.3941796003272,41772.0,41.94
2023-01-19,Koramangala,Sony World Junction,30811.0,36.325116974386624,1.5,100.0,0,3,1,0,Rain,43505.0,44.23510469006716,46513.33,45.43
2023-01-20,Koramangala,Sony World Junction,49849.0,41.80166807005427,1.5,100.0,0,4,1,0,Clear,30811.0,36.325116974386624,40240.0,43.65
2023-01-21,Koramangala,Sony World Junction,29627.0,26.272925936094666,1.5,96.32836992880956,0,5,1,1,Clear,49849.0,41.80166807005427,41388.33,40.79
2023-01-22,Koramangala,Sony World Junction,28441.0,32.62464177824096,1.5,91.10060084144109,0,6,1,1,Clear,29627.0,26.272925936094666,36762.33,34.8
2023-01-23,Koramangala,Sony World Junction,33196.0,28.433046684427097,1.5,100.0,0,0,1,0,Fog,28441.0,32.62464177824096,35972.33,33.57
2023-01-24,Koramangala,Sony World Junction,14680.0,40.48553731967968,1.0889237442757704,45.48676191889999,0,1,1,0,Fog,33196.0,28.433046684427097,30421.33,29.11
2023-01-25,Koramangala,Sony World Junction,29580.0,20.940467911523783,1.5,100.0,0,2,1,0,Clear,14680.0,40.48553731967968,25439.0,33.85
2023-01-27,Koramangala,Sony World Junction,29322.0,41.76536337338775,1.5,100.0,0,4,1,0,Windy,29580.0,20.940467911523783,25818.67,29.95
2023-01-30,Koramangala,Sony World Junction,15185.0,49.00707466432961,1.3552423398719518,60.26741440469914,0,0,1,0,Clear,29322.0,41.76536337338775,24527.33,34.4
2023-01-31,Koramangala,Sony World Junction,45464.0,50.27709903309313,1.5,100.0,0,1,1,0,Clear,15185.0,49.00707466432961,24695.67,37.24
2023-02-01,Koramangala,Sony World Junction,61208.0,40.82274115914514,1.5,100.0,0,2,2,0,Rain,45464.0,50.27709903309313,29990.33,47.02
2023-02-02,Koramangala,Sony World Junction,46815.0,53.312852463674474,1.5,100.0,0,3,2,0,Clear,61208.0,40.82274115914514,40619.0,46.7
2023-02-03,Koramangala,Sony World Junction,64048.0,20.0,1.5,100.0,0,4,2,0,Clear,46815.0,53.312852463674474,51162.33,48.14
2023-02-04,Koramangala,Sony World Junction,14474.0,60.58720109918989,1.263530011414355,47.613381570008144,0,5,2,1,Clear,64048.0,20.0,57357.0,38.05
2023-02-05,Koramangala,Sony World Junction,55463.0,32.22827407237442,1.5,100.0,0,6,2,1,Overcast,14474.0,60.58720109918989,41779.0,44.63
2023-02-06,Koramangala,Sony World Junction,29267.0,37.407032250322196,1.5,100.0,0,0,2,0,Overcast,55463.0,32.22827407237442,44661.67,37.61
2023-02-07,Koramangala,Sony World Junction,45200.0,34.55142642076805,1.5,100.0,0,1,2,0,Overcast,29267.0,37.407032250322196,33068.0,43.41
2023-02-08,Koramangala,Sony World Junction,26656.0,33.95601589101967,1.5,90.89507209716919,0,2,2,0,Clear,45200.0,34.55142642076805,43310.0,34.73
2023-02-09,Koramangala,Sony World Junction,62127.0,39.280924258401534,1.5,100.0,0,3,2,0,Windy,26656.0,33.95601589101967,33707.67,35.3
2023-02-15,Koramangala,Sony World Junction,44613.0,31.24129323761082,1.5,100.0,0,2,2,0,Clear,62127.0,39.280924258401534,44661.0,35.93
2023-02-18,Koramangala,Sony World Junction,32479.0,31.880380829571354,1.5,100.0,0,5,2,1,Clear,44613.0,31.24129323761082,44465.33,34.83
2023-02-19,Koramangala,Sony World Junction,46100.0,22.636148862684745,1.5,100.0,0,6,2,1,Clear,32479.0,31.880380829571354,46406.33,34.13
2023-02-20,Koramangala,Sony World Junction,45365.0,37.64518079396931,1.5,100.0,0,0,2,0,Windy,46100.0,22.636148862684745,41064.0,28.59
2023-02-21,Koramangala,Sony World Junction,58395.0,40.532227904731826,1.5,100.0,0,1,2,0,Overcast,45365.0,37.64518079396931,41314.67,30.72
2023-02-22,Koramangala,Sony World Junction,45539.0,33.463484321678884,1.5,100.0,0,2,2,0,Rain,58395.0,40.532227904731826,49953.33,33.6
2023-02-25,Koramangala,Sony World Junction,61508.0,36.03905143952842,1.5,100.0,0,5,2,1,Clear,45539.0,33.463484321678884,49766.33,37.21
2023-02-26,Koramangala,Sony World Junction,58250.0,25.868501363004206,1.5,100.0,0,6,2,1,Clear,61508.0,36.03905143952842,55147.33,36.68
2023-02-27,Koramangala,Sony World Junction,15578.0,48.90026624837142,1.3510084087535026,50.261638364891155,0,0,2,0,Clear,58250.0,25.868501363004206,55099.0,31.79
2023-03-01,Koramangala,Sony World Junction,14242.0,26.838076488285346,1.2636274859209267,53.602460257814116,0,2,3,0,Clear,15578.0,48.90026624837142,45112.0,36.94
2023-03-02,Koramangala,Sony World Junction,14161.0,35.26834322451442,1.0904981113395462,54.00501243777258,0,3,3,0,Clear,14242.0,26.838076488285346,29356.67,33.87
2023-03-04,Koramangala,Sony World Junction,14597.0,58.2953930730416,1.3905542820887193,55.262834094605424,0,5,3,1,Rain,14161.0,35.26834322451442,14660.33,37.0
2023-03-07,Koramangala,Sony World Junction,31072.0,33.722117349576585,1.5,100.0,0,1,3,0,Fog,14597.0,58.2953930730416,14333.33,40.13
2023-03-08,Koramangala,Sony World Junction,45034.0,28.56931341010716,1.5,100.0,0,2,3,0,Rain,31072.0,33.722117349576585,19943.33,42.43
2023-03-09,Koramangala,Sony World Junction,27993.0,39.58989447007862,1.5,96.35945432002397,0,3,3,0,Clear,45034.0,28.56931341010716,30234.33,40.2
2023-03-10,Koramangala,Sony World Junction,60273.0,20.0,1.5,100.0,0,4,3,0,Overcast,27993.0,39.58989447007862,34699.67,33.96
2023-03-11,Koramangala,Sony World Junction,31406.0,22.49522568161538,1.5,100.0,0,5,3,1,Rain,60273.0,20.0,44433.33,29.39
2023-03-12,Koramangala,Sony World Junction,47742.0,27.468980555059442,1.5,100.0,0,6,3,1,Clear,31406.0,22.49522568161538,39890.67,27.36
2023-03-14,Koramangala,Sony World Junction,31104.0,23.989567578177216,1.5,96.495228050918,0,1,3,0,Clear,47742.0,27.468980555059442,46473.67,23.32
2023-03-16,Koramangala,Sony World Junction,67016.0,27.851458012283263,1.5,100.0,0,3,3,0,Overcast,31104.0,23.989567578177216,36750.67,24.65
2023-03-17,Koramangala,Sony World Junction,41388.0,34.654510724097605,1.5,100.0,0,4,3,0,Clear,67016.0,27.851458012283263,48620.67,26.44
2023-03-18,Koramangala,Sony World Junction,46073.0,24.419421069132706,1.5,100.0,0,5,3,1,Clear,41388.0,34.654510724097605,46502.67,28.83
2023-03-20,Koramangala,Sony World Junction,27841.0,31.55242622907257,1.5,89.7995743203872,0,0,3,0,Rain,46073.0,24.419421069132706,51492.33,28.98
2023-03-21,Koramangala,Sony World Junction,42688.0,30.04565357805766,1.5,100.0,0,1,3,0,Clear,27841.0,31.55242622907257,38434.0,30.21
2023-03-22,Koramangala,Sony World Junction,42606.0,46.81268994033964,1.5,100.0,0,2,3,0,Clear,42688.0,30.04565357805766,38867.33,28.67
2023-03-24,Koramangala,Sony World Junction,49340.0,41.08385093290847,1.5,100.0,0,4,3,0,Clear,42606.0,46.81268994033964,37711.67,36.14
2023-03-25,Koramangala,Sony World Junction,50347.0,28.831090641684582,1.5,100.0,0,5,3,1,Rain,49340.0,41.08385093290847,44878.0,39.31
2023-03-27,Koramangala,Sony World Junction,44843.0,42.677046811059085,1.5,100.0,0,0,3,0,Clear,50347.0,28.831090641684582,47431.0,38.91
2023-03-28,Koramangala,Sony World Junction,44140.0,44.785864438298766,1.5,100.0,0,1,3,0,Clear,44843.0,42.677046811059085,48176.67,37.53
2023-03-29,Koramangala,Sony World Junction,30261.0,38.80050463630712,1.5,94.22228224703188,0,2,3,0,Clear,44140.0,44.785864438298766,46443.33,38.76
2023-03-30,Koramangala,Sony World Junction,45188.0,28.20124213483276,1.5,100.0,0,3,3,0,Clear,30261.0,38.80050463630712,39748.0,42.09
2023-03-31,Koramangala,Sony World Junction,39920.0,37.64845836767358,1.5,100.0,0,4,3,0,Clear,45188.0,28.20124213483276,39863.0,37.26
2023-04-01,Koramangala,Sony World Junction,40997.0,37.93075249746379,1.5,100.0,0,5,4,1,Clear,39920.0,37.64845836767358,38456.33,34.88
2023-04-02,Koramangala,Sony World Junction,43780.0,35.53251740269973,1.5,100.0,0,6,4,1,Overcast,40997.0,37.93075249746379,42035.0,34.59
2023-04-03,Koramangala,Sony World Junction,49256.0,24.15198488710356,1.5,100.0,0,0,4,0,Rain,43780.0,35.53251740269973,41565.67,37.04
2023-04-05,Koramangala,Sony World Junction,43199.0,28.268923572390065,1.5,100.0,0,2,4,0,Clear,49256.0,24.15198488710356,44677.67,32.54
2023-04-09,Koramangala,Sony World Junction,49903.0,33.92492443731713,1.5,100.0,0,6,4,1,Clear,43199.0,28.268923572390065,45411.67,29.32
2023-04-10,Koramangala,Sony World Junction,13608.0,43.46130109514312,1.0032568147612109,40.645454824564034,0,0,4,0,Clear,49903.0,33.92492443731713,47452.67,28.78
2023-04-13,Koramangala,Sony World Junction,63444.0,30.310387013573663,1.5,100.0,0,3,4,0,Clear,13608.0,43.46130109514312,35570.0,35.22
2023-04-14,Koramangala,Sony World Junction,47648.0,48.21549705156887,1.5,100.0,0,4,4,0,Clear,63444.0,30.310387013573663,42318.33,35.9
2023-04-15,Koramangala,Sony World Junction,62703.0,37.85106108998515,1.5,100.0,0,5,4,1,Clear,47648.0,48.21549705156887,41566.67,40.66
2023-04-16,Koramangala,Sony World Junction,31886.0,49.90307714334896,1.5,100.0,0,6,4,1,Clear,62703.0,37.85106108998515,57931.67,38.79
2023-04-17,Koramangala,Sony World Junction,42943.0,25.11012951477766,1.5,100.0,0,0,4,0,Clear,31886.0,49.90307714334896,47412.33,45.32
2023-04-18,Koramangala,Sony World Junction,46344.0,30.64283026090325,1.5,100.0,0,1,4,0,Fog,42943.0,25.11012951477766,45844.0,37.62
2023-04-19,Koramangala,Sony World Junction,45263.0,44.60847953709529,1.5,100.0,0,2,4,0,Clear,46344.0,30.64283026090325,40391.0,35.22
2023-04-21,Koramangala,Sony World Junction,58679.0,58.93113602594329,1.5,100.0,0,4,4,0,Clear,45263.0,44.60847953709529,44850.0,33.45
2023-04-23,Koramangala,Sony World Junction,52173.0,20.0,1.5,100.0,0,6,4,1,Rain,58679.0,58.93113602594329,50095.33,44.73
2023-04-24,Koramangala,Sony World Junction,51447.0,31.458378922514218,1.5,100.0,0,0,4,0,Clear,52173.0,20.0,52038.33,41.18
2023-04-27,Koramangala,Sony World Junction,31940.0,52.031900145922336,1.5,100.0,0,3,4,0,Rain,51447.0,31.458378922514218,54099.67,36.8
2023-04-30,Koramangala,Sony World Junction,41887.0,30.903859425075687,1.5,100.0,0,6,4,1,Clear,31940.0,52.031900145922336,45186.67,34.5
2023-05-01,Koramangala,Sony World Junction,42608.0,43.759021170872415,1.5,100.0,0,0,5,0,Clear,41887.0,30.903859425075687,41758.0,38.13
2023-05-02,Koramangala,Sony World Junction,55703.0,21.163999943627473,1.5,100.0,0,1,5,0,Clear,42608.0,43.759021170872415,38811.67,42.23
2023-05-03,Koramangala,Sony World Junction,30565.0,38.29612907213291,1.5,95.55894930288115,0,2,5,0,Windy,55703.0,21.163999943627473,46732.67,31.94
2023-05-04,Koramangala,Sony World Junction,30041.0,50.30144099843929,1.5,91.85725849062653,0,3,5,0,Clear,30565.0,38.29612907213291,42958.67,34.41
2023-05-07,Koramangala,Sony World Junction,58253.0,28.455295638925378,1.5,100.0,0,6,5,1,Clear,30041.0,50.30144099843929,38769.67,36.59
2023-05-08,Koramangala,Sony World Junction,56121.0,23.901944634954354,1.5,100.0,0,0,5,0,Rain,58253.0,28.455295638925378,39619.67,39.02
2023-05-09,Koramangala,Sony World Junction,28477.0,42.26129325187043,1.5,99.4792874936116,0,1,5,0,Rain,56121.0,23.901944634954354,48138.33,34.22
2023-05-10,Koramangala,Sony World Junction,59361.0,44.991505372330394,1.5,100.0,0,2,5,0,Clear,28477.0,42.26129325187043,47617.0,31.54
2023-05-11,Koramangala,Sony World Junction,66418.0,40.81164667811282,1.5,100.0,0,3,5,0,Fog,59361.0,44.991505372330394,47986.33,37.05
2023-05-12,Koramangala,Sony World Junction,14477.0,43.46285590234413,1.179980634551025,43.08374514065753,0,4,5,0,Clear,66418.0,40.81164667811282,51418.67,42.69
2023-05-13,Koramangala,Sony World Junction,44840.0,58.063580181879004,1.5,100.0,0,5,5,1,Clear,14477.0,43.46285590234413,46752.0,43.09
2023-05-15,Koramangala,Sony World Junction,44778.0,20.0,1.5,100.0,0,0,5,0,Clear,44840.0,58.063580181879004,41911.67,47.45
2023-05-16,Koramangala,Sony World Junction,61485.0,42.840030146801936,1.5,100.0,0,1,5,0,Clear,44778.0,20.0,34698.33,40.51
2023-05-21,Koramangala,Sony World Junction,43301.0,30.157405654178643,1.5,100.0,0,6,5,1,Clear,61485.0,42.840030146801936,50367.67,40.3
2023-05-22,Koramangala,Sony World Junction,50513.0,20.0,1.5,100.0,0,0,5,0,Clear,43301.0,30.157405654178643,49854.67,31.0
2023-05-23,Koramangala,Sony World Junction,59438.0,35.880405319078115,1.5,100.0,0,1,5,0,Clear,50513.0,20.0,51766.33,31.0
2023-05-25,Koramangala,Sony World Junction,31384.0,20.0,1.5,97.90125221363978,0,3,5,0,Overcast,59438.0,35.880405319078115,51084.0,28.68
2023-05-27,Koramangala,Sony World Junction,60037.0,44.23506722693004,1.5,100.0,0,5,5,1,Overcast,31384.0,20.0,47111.67,25.29
2023-05-29,Koramangala,Sony World Junction,17671.0,36.92955070720294,1.0024134445552784,61.95586728639273,0,0,5,0,Clear,60037.0,44.23506722693004,50286.33,33.37
2023-05-30,Koramangala,Sony World Junction,30706.0,29.81584471682207,1.5,100.0,0,1,5,0,Fog,17671.0,36.92955070720294,36364.0,33.72
2023-05-31,Koramangala,Sony World Junction,33859.0,48.12137474319894,1.5,100.0,0,2,5,0,Overcast,30706.0,29.81584471682207,36138.0,36.99
2023-06-01,Koramangala,Sony World Junction,50593.0,49.7405605478105,1.5,100.0,0,3,6,0,Clear,33859.0,48.12137474319894,27412.0,38.29
2023-06-02,Koramangala,Sony World Junction,62795.0,20.0,1.5,100.0,0,4,6,0,Clear,50593.0,49.7405605478105,38386.0,42.56
2023-06-03,Koramangala,Sony World Junction,47971.0,29.75401502263958,1.5,100.0,0,5,6,1,Clear,62795.0,20.0,49082.33,39.29
2023-06-04,Koramangala,Sony World Junction,50806.0,20.0,1.5,100.0,0,6,6,1,Clear,47971.0,29.75401502263958,53786.33,33.16
2023-06-05,Koramangala,Sony World Junction,58732.0,34.94801397339161,1.5,100.0,0,0,6,0,Rain,50806.0,20.0,53857.33,23.25
2023-06-06,Koramangala,Sony World Junction,66530.0,31.397230425054165,1.5,100.0,0,1,6,0,Clear,58732.0,34.94801397339161,52503.0,28.23
2023-06-14,Koramangala,Sony World Junction,43983.0,41.87843546564126,1.5,100.0,0,2,6,0,Clear,66530.0,31.397230425054165,58689.33,28.78
2023-06-15,Koramangala,Sony World Junction,44244.0,33.723043076970626,1.5,100.0,0,3,6,0,Rain,43983.0,41.87843546564126,56415.0,36.07
2023-06-17,Koramangala,Sony World Junction,60249.0,27.169618029294117,1.5,100.0,0,5,6,1,Clear,44244.0,33.723043076970626,51585.67,35.67
2023-06-20,Koramangala,Sony World Junction,48311.0,33.18253808990042,1.5,100.0,0,1,6,0,Clear,60249.0,27.169618029294117,49492.0,34.26
2023-06-21,Koramangala,Sony World Junction,31114.0,43.56349324721673,1.5,100.0,0,2,6,0,Rain,48311.0,33.18253808990042,50934.67,31.36
2023-06-23,Koramangala,Sony World Junction,28204.0,31.190287544841617,1.5,100.0,0,4,6,0,Clear,31114.0,43.56349324721673,46558.0,34.64
2023-06-24,Koramangala,Sony World Junction,49818.0,28.95085536059284,1.5,100.0,0,5,6,1,Clear,28204.0,31.190287544841617,35876.33,35.98
2023-06-25,Koramangala,Sony World Junction,59728.0,41.62284055587123,1.5,100.0,0,6,6,1,Clear,49818.0,28.95085536059284,36378.67,34.57
